Food Environment Index,% With Access to Exercise Opportunities,% Uninsured,% Completed High School,% Some College,Average Daily PM2.5,Presence of Water Violation,% Food Insecure,Median Household Income,% Homeowners,Value
9.1,93,5,94,73,8.2,No,6,84779,81,95.8
7.9,93,15,88,61,7.1,No,14,58382,58,216.8
8.1,93,4,92,74,7.6,No,11,59584,65,170.3
8.1,93,21,77,40,7.9,No,10,76600,75,213.6
6.7,93,24,65,50,5.8,No,19,47479,66,176
7,93,20,84,58,9.7,No,15,55727,59,158.7
8.8,93,20,83,44,7.6,No,10,66711,66,160.3
8.8,93,9,92,77,7,No,8,80105,64,146.4
6.1,93,9,85,39,6.4,Yes,14,41173,84,180
8.5,94,7,87,72,12.9,Yes,11,80668,51,124.5
8.8,94,8,96,84,8.5,Yes,9,88289,64,109
8.2,94,7,92,65,8.6,No,11,75145,68,151
8.4,94,18,89,64,6.2,Yes,11,68200,69,125.5
9.2,94,10,86,64,9.1,No,7,83784,75,130.2
7.8,94,13,86,61,8,No,13,58586,63,181.9
9.4,94,6,94,82,5.9,Yes,6,114103,74,141.9
7.8,94,11,90,70,8.4,Yes,13,56632,63,159.6
8.2,94,4,92,68,7.2,No,11,67359,71,152.8
7.8,94,7,91,70,11.1,No,14,55128,58,205.5
7.6,94,8,92,73,12.2,No,13,63919,59,179.9
9,94,6,93,71,11.9,Yes,9,75174,69,164.4
8.4,94,12,94,81,10.4,No,11,101560,65,120
8.2,94,13,93,78,10.5,Yes,11,90880,65,122.5
7.5,94,19,86,64,8.5,Yes,13,72064,60,154.3
8.7,94,10,95,75,7.7,Yes,8,115756,78,107.5
8.3,95,8,88,71,8.3,Yes,10,93015,60,100.7
8.8,95,6,89,65,12.9,No,9,83678,62,112.6
8.7,95,9,90,72,7.9,Yes,10,98828,67,128.4
8,95,19,89,46,7.4,No,14,50653,78,174
9.4,95,3,94,83,8,Yes,6,111158,62,116.1
9.6,95,3,96,86,7.8,No,5,107932,82,97.2
8.1,95,8,93,77,7.3,Yes,12,65819,59,140.1
9.2,95,5,88,70,7.8,No,9,81003,69,241.3
7.8,95,16,90,76,10.2,Yes,13,82605,53,122.7
8,95,16,94,63,4.9,No,13,58852,66,136.8
8.4,95,6,91,42,6.9,No,11,57314,71,149
8.9,95,6,93,82,9.4,Yes,9,102620,56,115.3
8,95,8,90,66,7.3,No,10,70368,66,169.2
9.3,96,5,94,79,11.2,No,7,127601,64,87.8
8.8,96,9,88,74,12.9,Yes,9,87126,54,124.9
7.7,96,16,91,62,7.6,Yes,11,72736,79,112.5
8.9,96,8,91,72,10.2,No,7,100325,74,129.9
7,96,8,86,57,8.1,No,19,46535,60,194.1
7.1,96,10,90,68,10.5,No,13,57099,60,213.8
9.2,96,5,96,86,9.1,No,8,124042,73,117.3
9.3,96,4,95,78,7.6,Yes,6,90562,75,102.3
8,96,14,86,58,10.1,Yes,12,62496,55,199.1
9,96,10,83,67,8.3,No,10,78847,45,181.7
7.4,96,22,83,57,7.7,No,17,47559,75,193.2
9,96,7,93,76,8.1,Yes,8,85385,61,110.7
7.4,96,25,80,60,10.3,No,14,65770,50,166.1
8.5,96,21,69,44,7.5,No,11,77960,81,213.8
8.7,96,17,95,76,5.2,Yes,9,92488,56,87.2
5.9,97,15,83,44,9.1,Yes,20,42751,84,211.9
8.6,97,11,80,65,14.7,Yes,11,75624,46,150.6
9.1,97,10,86,66,10.2,Yes,8,90961,63,130.8
9,97,10,92,72,6.3,Yes,8,82381,64,114.2
9.1,97,14,91,73,5.5,Yes,7,94309,70,51
8.7,97,18,89,68,9.2,Yes,10,63901,63,136.9
8.7,97,19,82,63,8.7,No,10,59259,52,143.3
7.9,97,15,92,69,7.5,No,13,61532,68,140.9
9.1,97,10,87,63,6.3,No,7,85246,62,169.7
8.3,97,10,91,74,8.5,No,12,65788,62,132.8
8.9,97,10,90,66,7.8,Yes,8,87581,64,159.1
9.9,97,5,92,77,8.7,No,5,122730,81,185.4
7.7,97,9,96,80,5.5,Yes,8,63461,71,137.6
8.3,97,9,89,66,9,No,12,52281,49,195.9
9.1,98,6,90,72,13.5,Yes,8,106484,67,103.6
8.3,98,7,88,67,12.8,No,11,72953,57,144.6
9.3,98,6,89,80,12.9,No,7,139462,56,94
8.9,98,11,88,73,11.2,No,9,71611,57,169.9
6.9,98,8,89,53,9.4,No,15,49071,79,162.3
7.8,98,9,92,77,8.7,No,12,60215,55,142.8
7.6,98,7,86,66,9.5,No,16,51485,48,225.7
9,98,6,94,82,8.7,No,8,81772,63,101.2
7.4,98,13,89,74,10.7,No,16,45773,44,217.6
9.5,98,8,93,80,11.1,Yes,7,107114,65,132.7
8.7,98,14,84,56,7.6,Yes,10,64422,52,157.2
8.9,98,3,98,85,4.3,No,8,111724,73,111.4
9.3,98,6,89,74,9.3,Yes,8,103340,61,143.9
7.7,98,17,88,59,6.9,No,15,44052,73,163.7
9.1,99,9,86,72,11.5,No,8,98786,57,129.8
9.5,99,6,90,80,10.5,Yes,7,132369,60,105.3
8.8,99,5,97,86,9.2,Yes,8,106263,66,113.6
8.5,99,11,94,60,5,No,11,64220,71,105.9
8.3,99,10,89,77,9.1,No,11,75355,50,135.7
8.9,99,7,95,77,8.9,Yes,8,90097,72,134.7
9.4,99,6,93,79,10.5,No,6,92101,73,129.3
4.6,99,9,67,33,8,No,25,26866,69,288.5
9,99,8,91,78,8.7,No,9,115394,66,99
8.7,99,12,87,64,8.7,Yes,11,65528,44,161.2
9.3,99,13,87,65,10.6,No,7,83189,59,147.8
7.3,99,17,89,62,7.3,No,17,44449,82,183
7.6,99,19,88,59,6.6,Yes,16,49488,64,153.8
8.5,99,8,92,78,7.5,Yes,11,74707,54,133.7
8,99,9,86,65,9.8,No,14,55102,53,205.2
9.6,99,9,93,82,8.9,No,6,132509,69,87.3
8.4,99,9,88,50,6.3,No,12,44461,80,211.8
8.7,100,11,96,73,6.9,No,10,89204,65,121.3
9.1,100,5,89,77,14.4,No,8,113518,54,110
8.8,100,5,89,88,11.7,No,11,121722,38,108.6
8.5,100,11,98,70,5,No,11,58004,73,117.5
5.9,100,12,96,76,5.1,No,10,54387,56,113
9.2,100,12,93,71,4.9,No,8,91079,69,41.9
8.7,100,4,92,82,9.5,No,10,91957,43,181.2
7.7,100,22,85,52,6.9,No,16,53038,74,164
8,100,19,92,56,7,No,15,43640,80,169.5
5.3,100,8,78,53,7.6,No,26,39098,85,284.9
6.4,100,9,76,44,7.8,No,22,31453,68,280.4
8.8,100,5,87,77,10.2,No,11,85221,36,111.5
8.4,100,7,91,73,8.9,No,10,66123,60,111
8.7,100,13,86,74,9.3,Yes,11,77323,32,145.1
7.6,100,9,73,53,8.3,No,16,44906,20,205.5
8.6,100,5,90,56,3.4,No,11,57129,76,147.3
7.1,100,7,80,61,6,No,13,56253,85,161.5
8.2,100,7,83,70,7.9,No,14,70390,30,208.7
8.4,100,6,88,85,10.4,No,13,87745,24,137.3
7.7,100,19,86,56,6.5,Yes,16,50800,78,174.3
7.3,100,19,82,60,6.8,No,18,42057,83,171.3
7.4,100,18,89,58,6.9,No,16,51973,73,152.5
7.6,100,15,86,65,5.7,No,16,49236,80,209.7
7.6,100,16,87,54,6.5,No,16,48662,73,159.9
7.1,100,12,81,35,6.7,No,18,43039,76,197.8
7.3,100,13,86,56,6.6,No,17,45635,73,227
7.2,100,10,89,51,7,No,15,52281,79,191.7
9.3,100,6,95,91,7.4,No,8,125004,43,92.7
7.8,100,10,88,71,6.3,No,10,56165,82,173.3
