Food Environment Index,% With Access to Exercise Opportunities,% Uninsured,% Completed High School,% Some College,Average Daily PM2.5,Presence of Water Violation,% Food Insecure,Median Household Income,% Homeowners,Value
8.2,55,17,85,46,9.3,No,13,57796,80,191.2
8.3,55,13,87,56,9.3,No,12,65599,82,184
7.9,55,11,94,60,6.3,No,12,55689,78,149.7
9,55,13,92,45,6.8,Yes,9,65396,84,151.3
8,55,8,91,68,9.4,No,13,56900,73,191.8
7,55,10,88,58,8.9,No,16,49788,70,189.7
8.1,55,6,94,68,8,No,10,62071,75,177.7
6.9,55,11,93,63,8.4,No,13,49483,71,195.3
7.5,55,12,92,69,7.3,Yes,13,59659,73,159
6.9,55,6,90,65,8.5,No,14,51893,72,185.7
8.6,55,6,94,71,5.5,No,10,58213,76,119
7,55,16,85,67,9.8,No,16,57936,70,195.5
7.7,55,12,88,39,7.9,No,13,52868,70,197.6
6.9,55,13,85,54,8.4,Yes,16,48476,68,217.8
8.6,55,13,92,67,6.1,No,11,58781,77,157.9
8.1,55,7,95,78,7.6,No,10,72456,71,142
5,55,10,83,60,4.8,Yes,18,40804,70,131.7
8.4,55,4,90,57,7,Yes,10,59612,77,169.3
7.4,55,8,91,58,8.7,No,16,53450,74,160.9
6.1,55,24,88,55,9.9,Yes,17,49553,67,260.6
7,55,17,89,55,9.9,Yes,15,50118,71,245.7
6.2,55,12,86,56,7.4,No,16,50906,62,327.7
7.7,55,22,89,49,9.6,Yes,13,63713,83,172.5
6.7,55,23,85,50,9.7,Yes,17,52660,76,246.5
5.4,55,21,80,54,8,Yes,18,47617,70,197
6.5,55,19,84,47,9.6,Yes,17,49961,74,162.5
7.4,55,16,88,53,5.7,No,13,63282,77,193.6
7.4,55,13,79,50,11.3,Yes,12,54753,65,155.8
8.6,55,10,91,57,7.5,No,10,61406,77,194.2
6.2,56,11,84,55,9.1,No,19,37679,57,330.7
7.1,56,13,84,54,7.4,No,15,55688,72,253.5
6.8,56,10,89,62,9.3,Yes,16,51797,57,236.5
6.1,56,9,82,46,9,Yes,20,47892,58,298.9
6.6,56,20,76,26,7.3,No,15,46264,67,146.3
7.3,56,14,92,66,9.2,No,12,64812,80,181.8
8.1,56,13,92,58,13.2,Yes,13,55241,76,137.8
7,56,15,89,72,5,No,16,53278,80,132.2
8,56,8,89,57,9.7,Yes,12,48828,79,194.2
7.1,56,7,89,61,9.5,No,14,52019,75,218.6
7.7,56,7,89,58,9.6,No,14,49054,77,174.5
8,56,15,85,51,9,No,12,57657,75,188.8
8.6,56,9,91,63,8,No,11,61841,81,166.4
8.3,56,5,93,65,9.2,No,10,61538,81,168.1
7.9,56,14,88,67,8.6,Yes,12,56290,58,173
6.4,56,8,81,51,8.3,No,17,50743,70,244.5
8.4,56,11,95,64,4,Yes,12,58466,77,143.2
7,56,10,86,51,7.3,No,19,43726,84,226.5
8.6,56,6,94,71,4.6,No,10,67695,80,141.4
5.5,56,16,80,41,8.7,No,25,32683,71,224.9
6.5,56,17,84,57,8.9,No,20,44543,74,267.9
6.5,56,15,86,60,9.2,Yes,18,48283,66,215.3
6.1,56,18,82,47,8,No,22,37599,75,210.6
7.7,56,11,90,78,5.4,No,12,51261,78,133.6
7.6,56,13,94,87,5,No,12,41221,77,164.9
7.4,56,13,82,49,7.8,No,12,63655,71,166
6.5,56,13,79,53,6.7,No,14,51441,68,244.2
8.6,56,4,92,64,7.3,No,11,62641,72,171
7,56,15,85,60,9.3,No,15,56067,72,168.2
6,56,14,81,48,7.5,No,20,33531,60,223.3
7.8,56,8,90,47,9.2,No,14,45312,73,208.5
7.7,56,9,92,61,9,No,13,68050,72,191.6
7,56,18,86,54,10.4,Yes,17,42607,65,339.3
7.5,56,24,75,42,6.8,No,11,61334,67,256.4
7.7,56,7,90,61,7.7,Yes,12,56751,69,160.6
7.6,56,14,82,52,8.6,No,13,43766,72,171.3
6.8,56,14,94,55,5,No,10,50898,79,147.8
7,56,11,88,58,6.9,No,13,47580,62,211
6.7,56,22,78,46,10.3,Yes,16,48773,71,256.3
7.8,56,17,89,63,9.4,Yes,13,88617,81,164.3
8.6,56,17,89,59,9.5,Yes,11,74529,87,168.7
7.1,56,11,92,51,6,No,13,70086,78,158
9,56,6,94,68,6.7,Yes,9,73049,75,165.5
8.4,56,6,93,63,5.9,No,12,52203,75,160.1
6.2,56,13,82,40,7.5,No,13,51503,67,216.6
9.6,56,9,90,64,7.8,No,6,98465,93,148.4
7.5,56,9,92,71,7.2,No,12,64727,60,129.6
8,56,8,90,62,7.5,Yes,12,58878,74,247.4
8.1,56,7,92,54,9,Yes,12,54028,81,197.6
8.5,56,9,92,65,8.4,Yes,9,56643,77,158.4
7,57,12,83,54,9.3,No,15,39318,67,194.8
7.3,57,14,81,37,7,No,17,44763,77,268.8
6.5,57,12,89,66,5.5,Yes,14,51171,69,155.3
6.2,57,17,78,56,8.4,No,15,44402,68,115.2
6.8,57,9,87,65,9.3,Yes,16,46787,67,214.7
6.1,57,13,84,58,9.8,Yes,16,42790,68,238.5
5.2,57,15,85,53,8.6,Yes,20,42915,76,232
7.7,57,18,81,33,7.5,Yes,16,47206,76,176.8
7.6,57,13,93,71,8.4,No,12,81890,71,184.3
7.2,57,16,81,53,8.5,No,18,39697,67,277.6
5.8,57,19,78,45,8.1,No,17,44417,65,256.6
7.1,57,17,87,57,9.5,Yes,12,62183,71,191.5
7.1,57,23,71,43,9.2,No,13,56249,66,199.3
8.1,57,17,85,57,6.7,Yes,10,64591,69,177.1
8.6,57,6,93,70,8.3,No,10,69341,82,211.6
7.2,57,6,90,57,9.5,No,12,54764,69,230.4
8.5,57,7,90,63,9.7,No,10,71470,72,168.9
8.2,57,13,87,59,9,Yes,11,62269,75,178.7
7.7,57,10,90,54,8.8,No,12,55750,76,175.3
6.2,57,11,88,56,9.4,No,15,49798,67,231.3
9.1,57,8,90,59,7.8,No,8,70519,81,197
7.9,57,16,93,72,5.7,No,11,50623,79,134.9
7.9,57,9,91,73,7.9,Yes,11,68904,69,151.3
7.1,57,10,92,69,8.8,Yes,16,56085,74,213.8
6.8,57,9,83,60,7.5,No,17,44717,70,208.2
7.3,57,7,93,67,7.2,No,15,40442,78,225.1
7.6,57,8,94,60,6.3,No,14,53031,78,203
8.3,57,6,91,71,7.1,No,9,70143,66,120.5
8,57,8,91,66,7,Yes,8,65344,74,115.3
7.3,57,12,91,67,9.2,Yes,13,66532,75,213.5
7.4,57,16,92,58,8.1,Yes,15,64357,81,157.7
7.9,57,12,92,72,8.9,Yes,12,67585,75,163.2
7.2,57,14,93,54,8.4,Yes,13,49531,77,163.5
4.8,57,13,81,51,4.7,No,20,42705,72,157.7
6.6,57,9,87,53,5.2,No,16,43557,66,176
8,57,5,91,60,6.5,Yes,13,59893,74,176.7
8.1,57,14,89,63,8.7,No,12,74747,77,113.7
7.7,57,13,89,63,5.8,No,13,59812,81,155.8
8.5,57,8,94,75,6.2,Yes,7,61841,79,182.1
8.2,57,7,93,54,9.3,No,12,61797,76,210
7.2,57,12,83,56,9.9,Yes,13,62560,65,139.7
7.3,57,12,81,51,8.5,No,16,50941,75,231.5
7.1,57,13,84,48,8.7,No,18,45643,64,250.2
4,57,24,87,66,7.5,Yes,19,46820,73,202.5
8.4,57,10,87,59,7.5,No,11,61111,77,164.8
8.9,57,9,89,63,6.9,No,10,73893,80,184.2
7.1,57,12,83,54,10.4,No,12,64768,68,128.3
7.8,57,10,87,46,7,No,14,46171,76,178.6
9,57,6,92,68,9,No,8,75666,75,156
8.4,57,7,93,66,7.3,No,9,62734,76,171
6.7,58,11,86,61,9.3,Yes,20,47256,73,237.9
5.4,58,9,81,49,9,Yes,18,37759,55,251.6
7.1,58,18,83,48,8.6,Yes,16,42996,61,257.1
8.9,58,6,95,76,10,No,8,72980,81,172
7.3,58,10,91,61,8.9,No,15,49105,72,194.9
8.4,58,12,87,47,9.1,Yes,12,59503,70,161.5
8.5,58,13,84,46,9,No,10,62173,76,174.3
8.6,58,6,92,65,7.4,No,9,63559,75,161.2
8.3,58,7,90,67,7.8,Yes,9,56360,76,187.2
8.3,58,7,96,68,8,Yes,10,78717,80,150.1
8.9,58,9,95,75,8.6,No,9,75476,76,158.3
8.6,58,3,93,68,5.9,Yes,9,62920,69,142.2
6.6,58,8,93,53,5.5,No,15,43309,88,177.4
7.3,58,8,90,58,6.9,No,14,56550,79,162.7
8.5,58,8,88,60,8.5,No,9,61565,72,140.8
8.2,58,13,78,46,6.9,No,9,63011,72,136.4
6.1,58,13,87,63,9.8,No,17,47860,62,232.6
7.9,58,10,94,64,6.5,Yes,11,82068,75,163.8
7.3,58,12,89,57,8.1,Yes,13,51221,74,212.2
8.6,58,8,93,67,5.6,No,10,66398,68,141.9
7.4,58,7,88,50,7.4,No,14,58709,72,163.9
8.2,58,6,88,52,7.3,No,12,57318,75,186.3
8.4,58,5,85,51,6.4,No,12,56929,73,150.3
8.5,58,5,88,55,7.3,No,11,60973,73,181.3
9.1,58,8,89,67,7.2,No,5,61595,73,136.7
7.8,58,7,92,64,9.3,Yes,12,57863,78,182.9
8,58,12,87,54,9.3,Yes,12,67708,74,188.3
7,58,18,88,46,9,Yes,15,52905,74,250.8
8.4,58,7,90,49,8.6,No,12,55282,77,151.2
8.6,58,17,93,85,5.2,No,9,55510,76,152.4
7.3,58,20,86,57,8.4,Yes,16,55198,73,193.8
9.4,58,6,93,69,7.9,No,6,101927,86,146.6
8.2,58,10,90,57,7.5,No,9,73226,78,156.1
8.4,58,10,88,54,7.1,Yes,11,54294,70,160.3
7.1,58,9,91,46,11.3,No,14,57212,77,137
8.1,58,7,92,66,8.8,No,12,50381,73,205.2
7.1,58,9,93,66,6.2,No,14,52115,71,187.1
8.3,58,9,93,62,6.7,No,11,57888,83,146.9
6.8,59,12,87,65,8.5,No,15,49607,58,172.3
6.9,59,11,85,65,9.5,No,17,40821,60,180.2
7.1,59,13,87,54,12.7,Yes,12,66992,77,123.7
6.4,59,10,86,59,8.2,Yes,17,40698,84,244.2
6.3,59,8,80,42,11.6,No,16,47442,68,159.1
7.3,59,12,74,44,13.8,No,14,57779,58,163.8
8.3,59,4,95,77,7.4,Yes,10,87247,72,153.5
7.5,59,18,87,58,9.4,Yes,11,64460,77,159
6.5,59,15,86,60,8.5,No,16,44467,52,267.8
6.5,59,23,75,38,8.5,No,16,41673,62,170.4
7.4,59,18,88,52,9.3,No,13,56104,75,203.2
7.1,59,20,81,36,8.8,No,16,42071,64,219.9
7,59,15,88,49,9.9,No,15,53014,74,146.4
7.7,59,7,91,61,9.3,Yes,12,58478,74,187.4
9.1,59,9,86,59,9.6,No,9,61022,76,169.5
8.3,59,7,85,50,7.8,Yes,11,56867,73,179.4
8.2,59,7,91,63,9.6,Yes,10,64413,74,191.7
7.9,59,8,90,64,9.8,No,11,73459,81,173.8
7.9,59,9,89,50,9.2,No,14,55588,69,206.2
8.9,59,7,90,77,7.8,No,9,56338,75,161
9,59,6,93,71,7.9,No,8,54107,79,168.5
7.4,59,10,92,57,8.5,Yes,15,48616,70,189.3
7.2,59,11,91,62,8.6,No,14,51398,68,191.5
7.7,59,11,92,65,8.1,No,11,53793,77,181.6
6.6,59,8,74,41,8.3,No,22,39719,70,253
7.1,59,8,87,61,8.6,No,16,49216,69,225.4
7.7,59,9,88,67,8.2,No,13,56552,58,190.8
7.4,59,11,80,46,9.4,No,16,52709,74,265.5
8.9,59,9,96,74,6.8,No,9,77687,89,154
6.3,59,8,91,59,7.6,No,15,52949,74,197.9
8.1,59,10,90,60,6.3,No,10,58662,77,142.3
4.4,59,15,76,36,9.4,Yes,23,37367,59,188.8
6.5,59,17,84,50,7.9,No,18,44057,72,177.3
6.1,59,16,86,57,8.7,No,19,45808,68,207.7
7.2,59,15,86,62,8.2,No,14,52737,71,159.8
7.5,59,15,85,58,7.2,No,17,47579,74,161.4
10,59,7,94,66,6.7,No,4,68769,73,144
6.6,59,8,91,61,8.9,Yes,16,49642,70,246
8.8,59,7,92,68,9.6,No,9,69588,79,274.7
7.3,59,17,84,51,7.6,No,14,47625,67,238.9
8.3,59,9,89,54,8.7,Yes,10,57812,71,159.4
7.1,59,13,86,64,8.3,No,11,54588,68,203.2
8.7,59,11,91,68,6.7,No,9,59637,84,159.9
7.7,59,12,89,58,7.4,No,12,67576,77,154.2
6.7,59,21,90,59,8.8,Yes,16,64389,87,162.1
7.9,59,15,94,75,6.7,No,12,66597,84,232
7.8,59,25,84,50,9.5,No,12,52726,84,199.4
7.1,59,19,87,69,9.4,No,18,50456,81,243.2
6.8,59,20,86,54,9.7,Yes,16,53760,70,225.3
6.8,59,20,86,60,6.7,No,16,62536,80,305.4
8,59,17,86,58,9.8,No,13,76352,77,219.8
6.7,59,23,83,48,9.5,Yes,17,53143,74,206.9
6.2,59,21,84,56,10,Yes,19,49375,58,192.1
8.1,59,6,94,62,6.3,No,12,59017,68,141.9
9.5,59,9,92,68,7.8,No,6,106977,77,122
5.3,59,15,90,55,6,No,11,52898,87,146.8
8.3,59,9,91,61,7.3,Yes,10,54963,76,159
8.2,59,7,92,67,6.3,No,11,47172,79,169.1
7.6,59,22,92,63,7.2,No,14,52010,70,173.9
7.7,60,9,91,69,10.1,No,12,70550,79,179.8
7.6,60,9,74,51,17.6,Yes,13,60319,54,172.8
7.5,60,11,91,63,5.9,Yes,13,64141,69,168.7
6.9,60,10,90,48,5.7,Yes,13,63128,64,161.8
7.8,60,16,84,44,9.2,No,16,48392,68,237.5
7.9,60,12,93,62,9.4,No,11,57839,73,149.2
8.5,60,7,88,57,9.9,No,11,56656,74,172.3
8.8,60,6,90,69,9.4,No,9,71883,80,191.3
7.4,60,10,90,65,7.5,No,12,70545,71,162.9
7.6,60,10,92,60,8.9,No,12,59252,75,169.8
8,60,11,90,59,9.2,No,13,58867,74,218.3
8.9,60,9,88,60,8.5,No,8,55320,80,210.2
8.7,60,5,93,67,7.9,No,9,54857,73,160.1
7.7,60,8,87,57,9.1,No,16,47670,74,260.7
7.5,60,6,92,70,8.1,No,13,56557,61,163.7
7.7,60,8,87,59,8.9,Yes,14,53743,73,190.4
7.1,60,11,82,45,9.5,No,16,50449,68,266.1
7.2,60,12,80,49,9.3,No,14,56743,76,201.1
5.9,60,11,82,51,7.5,Yes,17,47272,70,236.2
7.5,60,7,87,53,5.9,No,15,54846,68,198.5
8.7,60,6,93,68,7.5,No,9,93427,80,156.3
6.7,60,10,92,62,9.8,Yes,17,52579,70,163.4
7.9,60,7,91,59,8.7,No,11,58371,76,174.5
7,60,6,91,64,8.1,No,14,59138,79,223.7
9.1,60,4,95,66,7.6,No,6,85178,86,132
8.8,60,5,95,75,3.5,No,9,63741,84,128
5.5,60,15,85,66,9.8,No,19,44821,64,278.8
8.2,60,12,89,68,8.7,No,12,62781,77,195.5
6.9,60,14,85,59,9.6,No,17,52864,66,255.8
7.4,60,10,91,63,4.9,No,13,62621,71,170.3
8.2,60,18,70,43,7.6,No,9,63424,72,144.7
7.5,60,11,95,78,6,No,13,59061,69,148.9
7.9,60,9,88,51,5.8,Yes,12,49465,72,158.4
8.4,60,4,93,61,6.1,No,10,64379,78,136.3
8.3,60,4,92,72,7.5,No,11,71457,63,174.2
7.3,60,12,88,57,7.8,Yes,12,55519,64,127.7
8.1,60,6,89,50,8.5,No,13,47825,71,206.2
8,60,8,89,49,7.9,Yes,12,51916,80,185.2
7.5,60,14,83,55,8.4,No,13,47219,75,172.9
8.6,60,12,84,40,8.8,Yes,11,50698,78,145.6
7.8,60,13,84,51,8.3,No,14,46567,67,220.7
8.6,60,9,91,66,5.8,No,10,65643,74,148.5
6.5,60,22,76,51,7.4,Yes,14,55469,73,205.3
7.4,60,20,88,58,9.6,No,14,62667,74,149.6
8.7,60,7,92,70,5.9,No,11,57909,72,149.5
8.3,60,5,94,72,6.2,No,10,70061,70,155.8
7.1,60,10,83,54,7.3,No,15,45214,75,225.1
4.6,60,12,90,49,9.4,Yes,19,47722,76,148.8
7.7,60,11,89,65,7.9,No,14,57476,71,108.4
8.1,60,10,81,38,6.5,Yes,11,47469,75,171.3
8.9,60,7,94,68,5.9,No,9,59631,83,168.8
6.5,61,14,87,63,8.8,No,17,43141,64,240
7.6,61,19,81,58,8.3,No,16,35225,66,241.9
5.1,61,17,84,60,8.5,No,17,40793,46,171.1
7.5,61,18,84,50,8,No,16,51696,76,238.6
7.3,61,12,92,66,6.8,No,12,54538,68,191.5
8.8,61,20,80,42,6.8,No,10,57728,70,167.3
8.6,61,8,92,63,9.2,No,10,56446,77,155
8.2,61,7,92,59,9.7,No,12,53312,75,191.2
8.8,61,6,95,68,9.7,No,10,69749,79,164.6
8.3,61,7,92,71,9.5,No,12,56190,80,174.8
8.2,61,7,90,59,7.6,No,12,46373,65,206.7
8,61,6,93,61,7.7,No,10,48662,76,186.2
9.1,61,5,94,63,8.4,No,8,60023,66,164.9
9.1,61,4,96,74,8,No,7,82206,80,168.8
7.6,61,9,92,60,7.2,Yes,11,53443,79,158.6
7.9,61,9,91,51,6.9,No,11,53821,62,173.9
7.3,61,12,95,74,6.7,No,13,49114,77,154.8
7,61,9,86,55,8.9,Yes,13,52368,63,194.1
8.6,61,9,95,67,6.4,No,10,68433,75,138
8,61,6,95,76,8.7,No,10,76367,82,153.9
7.7,61,6,95,74,8.9,No,12,67658,73,176.4
8.1,61,6,93,70,7.6,No,10,60068,71,159.1
7.7,61,13,88,54,7.6,No,14,51402,67,160.6
4.9,61,13,93,64,8.1,No,14,55821,58,171.4
8.6,61,7,95,73,8.7,No,10,70106,82,141.8
7.9,61,14,89,70,5.7,Yes,11,61282,78,133.4
7.5,61,16,97,75,5.1,No,12,53483,60,151.2
7.2,61,15,86,58,9.2,No,14,55398,70,195.4
9,61,6,93,82,6.7,No,5,54270,80,149.6
7.8,61,6,95,72,9.5,Yes,12,67865,65,199.1
8.4,61,7,90,56,8.3,Yes,12,60593,75,172.7
8.2,61,8,91,62,8.6,Yes,13,53533,70,178.6
8,61,14,85,56,8.6,No,12,43711,62,168.1
7.1,61,16,93,48,5.4,Yes,11,52346,81,139.7
7.6,61,12,87,46,8.1,No,14,55177,67,259
7.4,61,13,81,45,7.3,No,18,43931,76,221.2
6.7,61,26,86,43,7.8,No,16,43623,75,222
5.1,61,16,89,63,9.3,Yes,16,58398,61,183.1
5.4,61,23,72,39,7.7,Yes,19,47233,70,222.5
4.2,61,20,68,48,9.2,No,20,42788,70,175.7
6.8,61,22,84,53,10.2,Yes,17,48808,62,249.3
7.5,61,26,80,53,9.6,No,15,55887,66,220
8.3,61,8,93,68,5.3,No,11,50420,87,152.3
7.8,61,7,91,62,6.4,No,12,56236,76,241.7
6.8,62,13,87,59,8.1,No,16,50871,64,244.8
7.6,62,14,88,64,5.4,Yes,14,51416,69,140.8
6.9,62,15,91,65,8.1,No,15,61332,67,180
6.2,62,15,81,33,7.7,Yes,16,45527,78,185.1
6.8,62,17,83,42,9.3,No,14,51019,64,204.4
7,62,17,77,47,8.5,No,18,39433,56,198.8
7.3,62,7,95,77,9.3,No,13,52155,63,203.6
8,62,9,92,64,9.1,Yes,13,61561,70,181.8
7.3,62,11,89,56,9.1,No,13,62415,71,185.2
7.8,62,11,84,46,9.3,No,15,52029,75,193.2
9,62,5,94,71,8.8,No,8,66852,80,162.7
8,62,5,90,63,9,No,10,56017,74,180.2
9.3,62,4,94,71,8.7,No,7,67820,80,168.5
8.3,62,9,92,79,8.6,No,10,52830,70,199.7
8.2,62,18,78,33,6.5,No,12,66713,71,137.5
7,62,13,90,63,9.2,Yes,16,50222,71,228
7.9,62,11,90,62,6.2,Yes,11,47512,77,153.9
6.3,62,7,88,63,7.9,No,17,54694,68,263.9
7.3,62,9,91,68,8.9,No,15,47438,63,214.1
7.5,62,11,83,46,9.8,Yes,14,48524,79,242.3
8.1,62,10,93,66,5.1,Yes,13,53876,71,153.2
7.5,62,7,91,60,8,Yes,12,58849,78,231.6
6.7,62,8,90,61,7,No,18,43551,80,221.8
7.4,62,6,92,64,8.6,No,13,59733,77,203.8
8.3,62,7,88,62,8.3,Yes,9,62233,77,151
8.1,62,5,93,71,7.1,Yes,8,76095,76,127.7
8.9,62,6,93,67,8.4,Yes,8,70532,77,142.3
7.8,62,11,90,69,7.2,Yes,11,67191,80,198.9
6,62,18,90,59,8.7,Yes,16,44670,66,278
6.4,62,19,84,50,8.1,Yes,20,38985,76,215.3
8.4,62,5,87,52,6.8,No,12,60163,77,178.6
6.3,62,15,81,55,8.1,No,16,50235,73,180.7
8.3,62,11,90,69,8.7,Yes,9,90920,83,125.2
9.8,62,10,90,71,5.2,No,4,67067,81,148.7
8.3,62,8,90,67,6.4,No,9,54285,67,166.4
7.6,62,9,89,56,8.9,Yes,14,62143,72,200.6
7.7,62,17,87,51,9.3,Yes,14,61501,65,218.6
8.6,62,6,90,61,9.6,Yes,9,71655,75,144.9
6.8,62,9,93,72,7.8,Yes,12,60779,61,197.4
6.5,62,22,83,58,10.2,Yes,17,49943,66,203.1
7.5,62,30,71,51,6.6,No,15,61059,77,199
5.3,62,33,67,51,11.5,Yes,18,46653,68,163.1
6.8,62,19,81,50,10.1,No,15,56944,68,183.9
6.4,62,12,93,69,4.8,Yes,14,52942,65,114.1
8.8,62,6,95,71,6.6,Yes,10,60842,76,152.9
9.1,62,11,87,56,7.4,No,8,80151,73,137.1
8.7,62,8,89,69,7,Yes,9,75481,77,169.5
8,62,11,86,63,7.4,No,14,53785,76,178.3
8.6,62,5,89,48,8,No,12,55313,84,219.6
7.2,62,14,95,66,4.6,No,13,62671,71,164.4
6.5,63,9,89,61,9.5,No,16,67565,75,208.7
7.3,63,12,81,48,9.4,No,16,46654,75,248.9
7.7,63,12,90,47,5.6,Yes,14,53553,73,165.4
8.1,63,9,98,72,5.3,No,9,77598,91,96.1
7.1,63,18,80,44,8.6,No,15,38256,63,194.5
6.2,63,17,81,44,8.1,No,17,39994,64,262.8
8.3,63,14,88,64,7,Yes,11,54995,70,170.6
7.4,63,7,90,51,9.2,Yes,13,49678,71,188.1
7.7,63,9,91,57,9.3,No,14,56422,78,228.2
8.5,63,8,92,62,9.7,No,11,59074,75,193.4
9.2,63,5,93,73,8,Yes,8,61701,76,158.8
9.1,63,7,94,65,8.6,No,8,63869,82,224.8
8.8,63,6,92,63,8.8,No,10,53254,74,195.8
8,63,5,93,59,9,No,9,56260,73,194.6
8,63,13,91,67,6.2,No,11,47104,77,164.9
7,63,8,85,51,8.5,Yes,16,51234,68,256.4
6.8,63,10,82,42,9.5,Yes,15,49671,76,243.7
5.5,63,10,88,51,10.1,Yes,20,44720,50,221.9
7.3,63,8,88,58,7,No,14,59387,59,239.2
6.4,63,7,92,58,8.1,No,14,54161,76,215.9
6.8,63,10,92,68,6.3,No,13,58138,68,135.5
7.9,63,6,92,69,6.9,No,10,54796,71,161.2
8.8,63,7,90,64,7,No,10,53525,76,160.2
5.3,63,14,91,78,9.7,No,19,44234,50,193.6
5.8,63,17,83,56,8.9,No,19,51493,77,235.7
5.2,63,15,86,55,8.2,No,16,38854,72,230.5
8,63,11,95,73,5,No,11,52613,64,157.4
7.8,63,7,93,61,5.7,No,10,55845,66,100.6
7.5,63,16,92,62,5.8,No,11,46821,80,199.6
8,63,9,93,78,7.3,No,11,59309,78,152.2
7.6,63,5,89,60,6.6,Yes,14,50062,69,187.5
7.1,63,12,88,61,6.5,No,14,56654,62,230
7,63,12,89,71,6.1,No,15,49955,53,171.5
7.5,63,14,84,51,6.4,No,17,38704,64,188.2
6.7,63,10,86,48,8.8,Yes,16,51252,71,222
7.4,63,8,89,52,9.2,Yes,15,49342,73,200.7
7.1,63,8,89,52,8.8,No,16,49543,71,200.9
8.2,63,7,90,59,9.6,No,11,67582,71,190.6
6.7,63,9,89,53,7.6,No,16,48929,70,215.3
7.1,63,10,92,67,10.1,No,13,48790,72,152.7
8.4,63,9,87,50,8.4,Yes,11,58474,73,159.4
8.2,63,12,90,65,8.4,Yes,9,62839,75,158.7
8.3,63,10,92,70,8.7,No,10,73980,65,170
6.2,63,24,87,65,8.6,No,15,61453,65,166.8
7.4,63,24,89,57,8.6,Yes,15,57425,68,153.9
6.3,63,24,84,56,7.9,No,19,47894,76,155.7
5.9,63,22,86,57,9.6,No,18,44688,65,246.3
6.4,63,11,77,58,7.5,Yes,18,41723,69,224.3
5.9,63,13,69,32,10.5,No,13,56421,61,137.4
6.7,63,10,92,59,6.1,No,15,54712,71,139
7.1,63,7,90,59,7.5,No,15,64357,66,170.5
7.9,63,15,74,47,11.1,No,12,56353,62,211.7
7.5,63,8,89,60,8.6,No,13,47830,70,188
7.3,63,7,91,62,7.7,Yes,13,47019,72,211.3
6.8,64,11,90,74,9.6,No,15,58963,63,152.6
6.9,64,14,84,58,10.3,Yes,18,48627,59,222.3
8,64,8,90,59,14.7,Yes,12,66329,80,156
7.7,64,13,89,58,5.5,Yes,12,59764,74,146.3
7.2,64,15,81,58,6.1,Yes,12,47463,63,170.9
8,64,10,89,55,7.5,Yes,11,69829,81,157.4
7.6,64,14,85,50,7.9,Yes,14,46670,73,157.1
8.2,64,11,96,82,10.1,No,11,59834,55,122
7,64,7,91,67,9.4,No,14,46900,60,170.1
7.8,64,15,81,48,8.2,No,11,66801,70,172.3
6.8,64,10,83,51,9.2,Yes,17,53616,69,236
8.7,64,10,78,48,7.8,No,8,61189,65,167.1
8.7,64,8,92,72,8.4,No,7,67127,80,199
6.5,64,8,88,61,8.4,No,11,49060,68,231.5
7,64,13,89,60,7.1,No,13,51149,67,176.3
8.1,64,9,93,72,8.5,Yes,11,71827,75,174.4
6.7,64,13,90,64,9.5,Yes,16,44071,70,246.5
8.5,64,9,94,71,6.6,Yes,10,67965,74,131.3
6.6,64,6,90,54,7.2,No,17,53023,69,211.3
9,64,5,94,68,8.1,No,7,102681,77,167.6
8.3,64,5,90,66,7.3,No,11,105197,70,166.6
8.2,64,8,91,69,7.1,No,12,69311,71,159.5
7.5,64,7,88,57,7.6,No,14,63237,67,192.1
8.1,64,6,94,74,8.1,No,12,65249,77,155.8
9,64,11,84,56,7.3,No,9,60656,77,143.7
4.4,64,14,82,53,9.2,Yes,24,35344,55,230.4
7.8,64,11,88,58,8.6,No,12,61268,75,175.3
7.1,64,17,87,58,9.5,No,15,51329,64,233.6
6.1,64,17,86,52,8.5,No,20,37835,73,219.3
7.6,64,17,89,59,8.7,Yes,14,51797,83,217
8.4,64,9,94,70,6.1,No,10,59804,67,174.8
8.2,64,12,93,62,5.9,No,8,50658,75,135.2
8,64,8,91,57,6.1,Yes,10,65881,73,144.6
4.3,64,14,71,34,5.5,No,21,39233,62,211.4
7.6,64,13,89,61,9,No,13,56183,76,146.4
8.6,64,7,92,76,6.7,No,9,57984,60,165.2
9.7,64,7,91,58,6.7,No,5,65039,70,136.1
6.5,64,8,90,55,9,No,15,45952,70,210.1
7.9,64,10,87,49,9,No,13,58256,71,189.7
7.5,64,9,90,56,9,Yes,15,50848,68,171.4
7.9,64,14,81,52,8.5,Yes,13,45085,71,264.8
7.6,64,12,89,62,8.4,No,15,53002,68,203.1
7.1,64,12,90,69,7.5,No,14,52088,64,197.9
6.2,64,21,85,64,6.4,No,16,48537,58,130.5
6.7,64,22,80,38,6.9,No,18,42034,78,196
6.1,64,18,85,61,9.6,Yes,16,55148,59,175.6
8.1,64,22,69,36,7,Yes,11,64863,80,187.5
7.1,64,12,83,50,7.1,No,15,45896,84,149.7
8,64,10,91,62,6.3,No,11,78798,70,129.1
8.9,64,6,93,64,8.3,Yes,8,74776,75,144.3
8.7,64,6,92,59,6.4,No,9,61066,78,162.2
8.3,64,17,93,62,4.8,No,10,67443,79,161.1
7.8,64,14,96,74,4.1,No,12,63093,74,156.4
6.4,65,13,83,42,9.5,No,17,41578,63,268.4
